base,exponent,growth_value,iterative_ns,recursive_ns
1.0834,24,6838.0449,1830.0,891.0
1.0398,8,1366.465,935.0,616.0
1.0982,38,35147.5208,2498.0,1305.0
1.0377,47,5693.4484,2941.0,1406.0
1.0885,41,32356.8152,2633.0,1178.0
1.0124,31,1465.2652,2261.0,1267.0
1.0339,42,4056.005,2755.0,1168.0
1.0805,50,47999.7042,3121.0,1325.0
1.0621,15,2468.7728,1429.0,965.0
1.0749,38,15559.1687,2925.0,1142.0
1.0532,34,5825.979,2237.0,1202.0
1.0666,40,13184.4851,2841.0,1044.0
1.0797,25,6801.0745,1863.0,1044.0
1.0233,44,2755.0587,2976.0,1195.0
1.0318,37,3184.4495,2478.0,1167.0
1.0953,8,2071.4035,957.0,626.0
1.0272,29,2177.6863,2045.0,1334.0
1.0382,10,1454.8233,1026.0,762.0
1.0472,14,1907.2818,1307.0,878.0
1.0469,50,9891.4507,3184.0,1195.0
1.065,31,7044.3,2636.0,1275.0
1.0886,48,58840.9721,3043.0,1034.0
1.0755,46,28449.7908,2917.0,1458.0
1.0224,14,1363.615,1356.0,918.0
1.0605,43,12501.4081,2695.0,1274.0
1.0531,25,3645.3591,1800.0,1148.0
1.0382,12,1568.0947,1101.0,739.0
1.0514,35,5779.3506,2259.0,1145.0
1.0408,23,2508.693,1659.0,1114.0
1.0708,47,24905.3723,3105.0,1501.0
1.0713,45,22181.95,3143.0,1321.0
1.0338,31,2802.4144,2431.0,1432.0
1.0273,16,1538.7094,1742.0,774.0
1.0351,20,1993.6374,1635.0,936.0
1.0302,20,1813.1382,2396.0,1237.0
1.0794,46,33604.0043,3120.0,1294.0
1.0287,46,3675.2089,2913.0,1291.0
1.054,31,5105.7428,2307.0,1270.0
1.0414,47,6730.1686,2959.0,1410.0
1.0346,8,1312.7432,940.0,619.0
1.0616,35,8102.7389,2487.0,1180.0
1.0442,26,3078.7605,1915.0,1018.0
1.0837,50,55648.5264,3131.0,1318.0
1.0824,19,4501.6102,1507.0,1022.0
1.0138,46,1878.474,2923.0,1282.0
1.0171,29,1635.1062,2032.0,1315.0
1.069,48,24599.7022,3067.0,1036.0
1.0531,13,1959.3182,1190.0,890.0
1.0845,18,4306.575,1454.0,899.0
1.094,45,56987.4849,3022.0,1320.0
1.0344,7,1267.1254,858.0,731.0
1.0654,38,11104.0731,2483.0,1170.0
1.0315,4,1132.0795,699.0,481.0
1.0703,34,10073.6734,2537.0,1062.0
1.0303,15,1564.788,1276.0,963.0
1.0147,27,1482.917,1864.0,1129.0
1.0397,31,3343.1,2202.0,1221.0
1.019,50,2562.7675,3041.0,1551.0
1.0224,36,2219.9862,2340.0,1168.0
1.098,11,2796.5703,1049.0,859.0
1.0466,31,4103.9555,2120.0,1239.0
1.053,13,1956.9009,1154.0,862.0
1.078,19,4166.3568,1464.0,1127.0
1.0389,42,4967.0364,2631.0,1134.0
1.0153,50,2136.5807,3034.0,1157.0
1.0181,37,1941.9864,2532.0,1562.0
1.0309,48,4309.1727,2919.0,971.0
1.0751,3,1242.6436,594.0,442.0
1.0922,12,2881.5494,1069.0,723.0
1.0476,12,1747.2131,1338.0,716.0
1.0941,3,1309.6977,594.0,443.0
1.0997,26,11833.9533,1770.0,962.0
1.0809,12,2543.4676,1069.0,720.0
1.0943,19,5541.0438,1427.0,968.0
1.0889,1,1088.9,608.0,183.0
1.0369,39,4109.0186,2455.0,1217.0
1.0197,22,1536.0071,1565.0,960.0
1.0356,42,4345.7602,2552.0,1224.0
1.0589,32,6242.497,2087.0,838.0
1.09,9,2171.8933,936.0,707.0
1.0866,30,12080.67,1974.0,1066.0
1.0346,8,1312.7432,882.0,584.0
1.0398,47,6260.9641,2972.0,1336.0
1.0513,17,2340.7406,1335.0,861.0
1.0747,1,1074.7,483.0,181.0
1.0763,19,4043.2767,1449.0,994.0
1.0611,49,18283.5032,3200.0,1357.0
1.0274,40,2948.3732,2545.0,1024.0
1.0871,26,8770.1473,1956.0,1147.0
1.0844,33,14496.1874,2741.0,1525.0
1.0395,26,2738.0214,2585.0,1019.0
1.0702,12,2257.2484,1601.0,745.0
1.0984,31,18347.4727,2103.0,1807.0
1.0391,16,1847.2153,1386.0,765.0
1.0106,25,1301.6144,1882.0,1303.0
1.0312,49,4506.1154,3125.0,1174.0
1.034,22,2086.6608,1662.0,1020.0
1.0372,47,5565.9318,3160.0,1415.0
1.0616,17,2762.7111,1408.0,905.0
1.0688,45,19968.2512,2905.0,1318.0
1.0313,43,3763.1867,3522.0,1313.0
1.0206,20,1503.5272,1557.0,900.0
1.0244,44,2888.4248,2854.0,1334.0
1.0552,46,11841.3167,2952.0,1289.0
1.0793,45,31002.5893,2899.0,1371.0
1.0206,19,1473.1797,1646.0,1025.0
1.0431,15,1883.1685,1312.0,995.0
1.0297,9,1301.3569,988.0,749.0
1.053,30,4708.1592,2124.0,1139.0
1.0773,39,18244.4062,2703.0,1312.0
1.0436,45,6823.9081,3180.0,1542.0
1.0594,31,5982.1738,2412.0,1267.0
1.0782,43,25472.4713,2765.0,1323.0
1.0843,49,52762.265,3076.0,1321.0
1.0323,49,4747.7784,3090.0,1167.0
1.0636,6,1447.6713,810.0,617.0
1.0573,34,6648.7483,2334.0,1051.0
1.0733,5,1424.3137,896.0,613.0
1.0926,8,2030.9048,939.0,619.0
1.0156,36,1745.8902,2400.0,1027.0
1.0913,13,3113.6803,1188.0,891.0
1.0615,10,1816.3519,1014.0,921.0
1.0248,34,2300.0113,2733.0,1046.0
1.0498,44,8485.7261,2801.0,1194.0
1.0285,38,2909.1308,2660.0,1308.0
1.054,33,5672.0514,2201.0,1000.0
1.0501,4,1215.9694,678.0,469.0
1.0508,33,5130.5286,2189.0,1003.0
1.0474,37,5548.3656,2532.0,1126.0
1.0152,30,1572.3466,2013.0,1103.0
1.0705,20,3906.0107,1514.0,939.0
1.0751,26,6571.5892,1940.0,985.0
1.0329,1,1032.9,493.0,190.0
1.0771,38,16816.2434,2426.0,1135.0
1.0166,28,1585.634,1921.0,1006.0
1.041,5,1222.5135,877.0,599.0
1.0587,4,1256.2951,680.0,468.0
1.0941,5,1567.7799,730.0,733.0
1.0988,31,18555.7355,2026.0,1220.0
1.0129,27,1413.5052,1910.0,1522.0
1.0262,9,1262.0835,1280.0,982.0
1.0789,47,35490.8234,3244.0,1419.0
1.0681,27,5922.7269,2254.0,1560.0
1.0437,25,2913.3461,2999.0,1117.0
1.0504,25,3418.7538,1929.0,1101.0
1.0438,44,6594.1811,3852.0,1223.0
1.0968,35,25378.1794,2395.0,1203.0
1.022,23,1649.5694,1714.0,1327.0
1.0207,35,2048.4908,2340.0,1179.0
1.0454,9,1491.2225,993.0,745.0
1.0755,15,2979.588,1316.0,996.0
1.0851,49,54703.9152,3252.0,1174.0
1.012,20,1269.4344,1555.0,897.0
1.0517,47,10688.5323,2953.0,1415.0
1.059,35,7436.3291,2482.0,1172.0
1.0441,15,1910.4314,1309.0,992.0
1.0323,23,2077.4775,1747.0,1137.0
1.024,13,1361.1295,1266.0,1016.0
1.0944,47,69386.6573,2965.0,1409.0
1.0789,3,1255.8668,627.0,464.0
1.0829,27,8587.8718,1924.0,1165.0
1.0653,2,1134.8641,574.0,479.0
1.0317,5,1168.8725,752.0,611.0
1.0191,3,1058.4014,627.0,463.0
1.0502,44,8629.1618,2806.0,1249.0
1.0733,4,1327.0415,697.0,484.0
1.032,3,1099.1048,629.0,466.0
1.0462,15,1968.8867,1447.0,996.0
1.0586,49,16287.8062,3086.0,1165.0
1.0877,4,1399.705,699.0,483.0
1.0226,19,1529.0088,1506.0,1018.0
1.0311,47,4218.2953,3094.0,1412.0
1.0618,37,9195.6128,2462.0,1189.0
1.0638,44,15199.8528,2942.0,1211.0
1.0837,16,3618.6383,1354.0,753.0
1.0372,10,1440.8709,1018.0,758.0
1.0987,34,24540.8857,2288.0,1050.0
1.0299,20,1802.6075,1696.0,897.0
1.0348,36,3426.3452,2393.0,1031.0
1.0954,48,79339.8466,3086.0,1028.0
1.092,41,36908.6511,3148.0,1170.0
1.0711,36,11854.4305,2391.0,1031.0
1.0546,23,3396.3985,1706.0,1146.0
1.0947,43,48942.9427,2891.0,1358.0
1.0443,34,4365.7559,2287.0,1052.0
1.0387,27,2787.6199,1917.0,1296.0
1.0467,20,2491.4059,1696.0,872.0
1.0439,49,8208.9192,3029.0,1131.0
1.0584,16,2479.6895,1317.0,735.0
1.0864,20,5245.5996,1629.0,1005.0
1.0872,10,2307.2488,1227.0,1158.0
1.0825,4,1373.1299,942.0,459.0
1.0606,27,4896.5908,1890.0,1240.0
1.0602,9,1692.3501,1708.0,1315.0
1.045,17,2113.3768,2014.0,1151.0
1.0283,42,3228.7402,3556.0,1516.0
1.0171,29,1635.1062,2842.0,1895.0
1.0862,6,1642.3238,877.0,659.0
1.0582,13,2086.3196,1907.0,1895.0
1.0146,25,1436.7177,4078.0,1221.0
1.0706,39,14304.1588,2871.0,1340.0
1.0136,5,1069.8749,1187.0,692.0
1.0269,49,3671.8044,5227.0,1309.0
1.0629,43,13777.5978,2785.0,1337.0
1.0603,31,6141.7425,2418.0,1455.0
1.0288,22,1867.5878,1838.0,1123.0
1.0373,1,1037.3,564.0,208.0
1.0291,13,1451.9395,1317.0,981.0
1.0966,8,2091.1536,1368.0,624.0
1.0772,49,38240.2649,3111.0,1169.0
1.0531,16,2288.3044,1381.0,756.0
1.0726,46,25126.8739,3240.0,1417.0
1.0284,16,1565.2838,1489.0,830.0
1.0597,50,18161.291,3428.0,1299.0
1.0355,30,2847.7581,2485.0,1241.0
1.058,23,3657.3823,1872.0,1249.0
1.0378,24,2436.2844,1939.0,981.0
1.0562,32,5752.7728,2569.0,979.0
1.0519,47,10784.4845,3246.0,1558.0
1.0523,21,2916.9634,1761.0,1329.0
1.0923,24,8321.5918,1938.0,984.0
1.0382,3,1119.0335,690.0,515.0
1.0606,15,2416.9872,1437.0,1090.0
1.0767,2,1159.2829,623.0,369.0
1.0335,38,3497.8266,2887.0,1278.0
1.0621,27,5087.0504,2126.0,1274.0
1.0366,13,1595.6795,1301.0,975.0
1.0397,25,2646.678,2201.0,1148.0
1.0613,16,2590.6612,1487.0,828.0
1.0549,42,9437.8762,2966.0,1280.0
1.0949,22,7349.1655,1816.0,1285.0
1.0332,32,2843.8109,2414.0,975.0
1.097,42,48829.0594,2965.0,1279.0
1.0766,30,9154.4291,2513.0,1241.0
1.0251,23,1768.5745,1879.0,1859.0
1.0252,47,3221.0991,3259.0,1698.0
1.0592,12,1994.0483,1247.0,832.0
1.0925,35,22118.2416,2703.0,1289.0
1.0991,4,1459.3143,771.0,706.0
1.0572,5,1320.644,1904.0,919.0
1.0951,43,49717.8678,3236.0,1441.0
1.0144,1,1014.4,559.0,212.0
1.0471,41,6599.5533,3625.0,1593.0
1.0308,46,4036.6664,4735.0,2185.0
1.0236,14,1386.1936,1754.0,1218.0
1.0555,24,3655.9286,2099.0,956.0
1.0154,41,1871.2143,3131.0,1480.0
1.07,40,14974.4578,3114.0,1073.0
1.0921,43,44185.8797,2866.0,1351.0
1.0539,1,1053.9,542.0,202.0
1.0579,27,4570.931,2125.0,1697.0
1.0111,34,1455.4583,2669.0,1060.0
1.075,35,12568.8704,2382.0,1197.0
1.098,2,1205.604,573.0,551.0
1.0552,45,11221.8695,2937.0,1335.0
1.0707,12,2269.9361,1144.0,769.0
1.0196,7,1145.5361,873.0,752.0
1.0572,16,2435.0869,1370.0,924.0
1.0273,34,2498.6636,2296.0,1051.0
1.0327,23,2096.0714,1713.0,1143.0
1.0341,26,2391.2556,1874.0,1016.0
1.0171,26,1554.0143,2057.0,1019.0
1.0513,16,2226.5202,1354.0,755.0
1.0991,15,4126.2745,1307.0,989.0
1.037,6,1243.5766,803.0,613.0
1.0688,42,16355.0055,2850.0,1167.0
1.0784,6,1572.8209,803.0,614.0
1.0465,25,3115.1633,1827.0,1046.0
1.0597,4,1261.0483,698.0,484.0
1.0673,45,18745.3228,3041.0,1336.0
1.0254,32,2231.4441,2199.0,893.0
1.0861,42,32102.0063,2716.0,1166.0
1.0806,37,17603.687,2593.0,1154.0
1.098,7,1924.0501,859.0,736.0
1.0905,3,1296.812,624.0,468.0
1.0307,45,3898.9927,2858.0,1449.0
1.0899,31,14420.6963,2190.0,1271.0
1.0344,5,1184.2477,753.0,609.0
1.0716,18,3472.0717,1454.0,894.0
1.0909,37,25005.9204,2597.0,1156.0
1.0692,12,2232.0679,1133.0,762.0
1.0936,21,6546.7918,1604.0,1022.0
1.0114,14,1171.9829,1239.0,872.0
1.0628,49,19775.4211,3281.0,1172.0
1.0839,26,8123.0593,1867.0,1017.0
1.0936,20,5986.4593,1555.0,900.0
1.0246,16,1475.2636,1357.0,905.0
1.061,25,4394.2483,1821.0,1043.0
1.0709,35,10995.4283,2328.0,1183.0
1.0399,49,6801.228,3084.0,1349.0
1.0766,45,27697.9034,3273.0,1314.0
1.0752,33,10943.2278,2886.0,1061.0
1.0771,23,5519.3584,1897.0,1149.0
1.0148,28,1508.8735,1975.0,1049.0
1.0309,5,1164.3477,750.0,612.0
1.0407,50,7349.8373,3333.0,1193.0
1.0652,39,11743.9759,2668.0,1454.0
1.0457,50,9340.1833,3271.0,1696.0
1.0394,41,4876.3089,2779.0,1244.0
1.0346,29,2681.6479,2298.0,1269.0
1.0542,23,3366.8927,2337.0,1186.0
1.0598,25,4271.6718,1987.0,1332.0
1.0489,44,8171.4619,4089.0,1452.0
1.0627,25,4573.693,1883.0,1074.0
1.0177,40,2017.3952,2785.0,1035.0
1.0366,16,1777.3758,1564.0,809.0
1.0742,6,1536.4233,807.0,614.0
1.0341,25,2312.4026,1823.0,1043.0
1.0741,41,18742.7529,2648.0,1174.0
1.0239,25,1804.8394,1958.0,1042.0
1.0385,7,1302.7033,856.0,733.0
1.0182,20,1434.3722,1543.0,899.0
1.05,49,10921.3331,3072.0,1350.0
1.0343,9,1354.6239,970.0,751.0
1.0179,28,1643.3997,1970.0,1040.0
1.0504,36,5871.7786,2411.0,1027.0
1.0561,7,1465.3295,853.0,887.0
1.0124,23,1327.6975,1711.0,1147.0
1.0599,39,9667.8698,2543.0,1290.0
1.0638,21,3664.8795,1593.0,1151.0
1.0877,1,1087.7,559.0,194.0
1.0363,25,2438.5825,1812.0,1040.0
1.0801,47,37394.3859,2954.0,1407.0
1.0911,16,4034.9011,1346.0,893.0
1.0615,11,1928.0575,1075.0,890.0
1.0717,11,2141.9313,1070.0,888.0
1.0225,20,1560.5092,1545.0,894.0
1.0342,10,1399.7334,1010.0,762.0
1.0157,28,1546.7947,2160.0,1034.0
1.0348,20,1982.113,1543.0,895.0
1.0536,5,1298.3112,748.0,610.0
1.0425,16,1946.3324,1346.0,758.0
1.0749,32,10087.3714,2310.0,885.0
1.0634,13,2223.5993,1183.0,890.0
1.0512,9,1567.3579,963.0,750.0
1.0374,26,2597.7798,1869.0,1018.0
1.0399,40,4782.5897,2812.0,1037.0
1.0442,22,2589.6505,1653.0,1018.0
1.0496,28,3878.5288,1997.0,1038.0
1.0834,42,28915.5137,2872.0,1166.0
1.0977,9,2313.9447,1444.0,748.0
1.037,39,4124.5018,2563.0,1306.0
1.0953,13,3265.353,1187.0,889.0
1.0531,12,1860.5243,1349.0,776.0
1.0968,21,6961.0744,1615.0,1030.0
1.0362,45,4954.0622,2874.0,1916.0
1.067,37,11017.5117,3069.0,1157.0
1.0804,21,5073.1311,1600.0,1022.0
1.0438,26,3048.2431,1886.0,1023.0
1.0429,37,4731.2805,2722.0,1162.0
1.028,35,2628.8089,2362.0,1180.0
1.0262,50,3644.1858,3578.0,1743.0
1.0595,47,15126.734,4915.0,2579.0
1.0515,46,10074.5752,5024.0,1355.0
1.0289,19,1718.2651,1991.0,1254.0
1.0848,5,1502.2713,769.0,885.0
1.0837,27,8760.8245,1947.0,1185.0
1.0706,9,1847.7583,1238.0,1136.0
1.067,16,2822.4789,1552.0,891.0
1.0327,10,1379.5637,1273.0,764.0
1.0744,25,6013.814,1827.0,1049.0
1.0167,39,1907.7441,2542.0,1355.0
1.0531,26,3838.9277,2027.0,1022.0
1.0581,45,12697.03,2875.0,1317.0
1.0476,3,1149.7051,631.0,463.0
1.0812,24,6512.4573,1764.0,896.0
1.0731,35,11814.2681,2488.0,1172.0
1.0634,6,1446.0388,806.0,614.0
1.0198,16,1368.4853,1363.0,754.0
1.0692,23,4659.6774,1764.0,1147.0
1.025,40,2685.0638,2736.0,1025.0
1.014,42,1793.0571,2708.0,1169.0
1.071,26,5950.1271,1867.0,1157.0
1.097,22,7665.5939,1660.0,1017.0
1.0969,28,13325.3008,1977.0,1036.0
1.0195,7,1144.7499,854.0,739.0
1.0333,33,2947.6246,2301.0,1175.0
1.0772,36,14543.4824,2412.0,1028.0
1.0622,37,9324.6597,2451.0,1154.0
